date,rest,website
2023-03-06 22:29:05.331281+01:00,0.30434782608696,35.0
2023-03-06 22:34:06.469977+01:00,0.29565217391304,34.0
2023-03-06 22:39:07.618374+01:00,0.28695652173913,33.0
2023-03-06 22:44:08.745008+01:00,0.28695652173913,33.0
2023-03-06 22:49:10.057302+01:00,0.23478260869565,27.0
2023-03-06 22:54:11.176956+01:00,0.20869565217391,24.0
2023-03-06 22:59:12.229422+01:00,0.16521739130435,19.0
2023-03-06 23:04:13.425737+01:00,0.14782608695652,17.0
2023-03-06 23:09:14.592368+01:00,0.11304347826087,13.0
2023-03-06 23:14:15.706522+01:00,0.095652173913043,11.0
2023-03-06 23:19:16.900731+01:00,0.069565217391304,8.0
2023-03-06 23:24:18.017812+01:00,0.069565217391304,8.0
